145.72	514.0081
146.3	522.4725
146.88	523.2655
147.46	514.0764
148.04	482.3087
148.62	529.7408
149.2	496.4619
149.78	523.6879
150.36	514.9751
150.94	519.7314
151.52	514.1239
152.1	558.179
152.68	520.2549
153.26	528.5755
153.84	514.5699
154.42	537.0087
155	506.636
155.58	536.2397
156.16	529.9712
156.74	482.5667
157.32	545.5466
157.9	508.3195
158.48	519.6872
159.06	524.339
159.64	524.8383
160.22	528.7216
160.8	543.5408
161.38	499.1371
161.96	480.6768
162.54	520.4434
163.12	539.044
163.7	524.1803
164.28	514.0308
164.86	497.6741
165.44	534.6351
166.02	531.0033
166.6	522.4037
167.18	532.0054
167.76	515.553
168.34	521.0338
168.92	531.9304
169.5	547.1268
170.08	473.8183
170.66	493.582
171.24	488.2395
171.82	515.5518
172.4	514.4686
172.98	512.6262
173.56	522.9185
174.14	518.3819
174.72	538.7755
175.3	533.2223
175.88	497.6242
176.46	540.6145
177.04	536.5619
177.62	495.6327
178.2	551.1331
178.78	498.4971
179.36	541.816
179.94	543.0544
180.52	511.9666
181.1	549.3965
181.68	526.6024
182.26	502.3838
182.84	488.4235
183.42	546.4215
184	565.1144
184.58	527.8401
185.16	543.8366
185.74	531.6255
186.32	558.4004
186.9	527.2111
187.48	563.8767
188.06	579.9683
188.64	537.132
189.22	536.727
189.8	538.1005
190.38	540.0238
190.96	521.4831
191.54	518.7493
192.12	556.5855
192.7	510.5243
193.28	574.0213
193.86	536.5143
194.44	539.0133
195.02	565.799
195.6	514.5625
196.18	525.7548
196.76	546.4005
197.34	520.1638
197.92	576.444
198.5	559.6508
199.08	481.3538
199.66	569.0501
200.24	530.078
200.82	535.4173
201.4	503.5039
201.98	553.9558
202.56	520.5023
203.14	530.7394
203.72	516.3737
204.3	547.7248
204.88	521.0135
205.46	532.0306
206.04	532.6383
206.62	557.9595
207.2	527.3471
207.78	556.7987
208.36	527.5285
208.94	557.56
209.52	543.5004
210.1	553.8961
210.68	539.3894
211.26	546.9556
211.84	552.0405
212.42	524.3582
213	504.8288
213.58	524.8969
214.16	579.9624
214.74	539.4574
215.32	567.8879
215.9	574.3601
216.48	527.0576
217.06	534.8933
217.64	557.3197
218.22	565.6647
218.8	540.2858
219.38	523.6604
219.96	536.335
220.54	564.8142
221.12	555.57
221.7	521.8498
222.28	570.7775
222.86	574.1279
223.44	547.9327
224.02	559.8012
224.6	528.8313
225.18	522.7981
225.76	554.4093
226.34	596.1334
226.92	584.2769
227.5	517.129
228.08	562.7594
228.66	542.3529
229.24	550.4603
229.82	528.578
230.4	574.0875
230.98	572.1071
231.56	535.6369
232.14	533.6899
232.72	538.1951
233.3	540.4272
233.88	564.1835
234.46	556.1868
235.04	568.843
235.62	544.9536
236.2	557.1585
236.78	538.6476
237.36	560.9435
237.94	555.3769
238.52	554.7233
239.1	573.1945
239.68	518.127
240.26	575.4968
240.84	558.7358
241.42	556.2734
242	547.3861
242.58	552.3946
243.16	573.7175
243.74	561.5131
244.32	605.9157
244.9	555.6465
245.48	564.4025
246.06	570.5911
246.64	567.9761
247.22	537.7238
247.8	581.1456
248.38	564.1836
248.96	537.8911
249.54	582.4161
250.12	571.033
250.7	588.9493
251.28	540.6675
251.86	577.7292
252.44	553.3039
253.02	592.1132
253.6	586.798
254.18	555.5241
254.76	590.3305
255.34	572.3099
255.92	559.7325
256.5	579.2419
257.08	588.0488
257.66	595.3076
258.24	572.8569
258.82	543.1489
259.4	547.2631
259.98	551.0667
260.56	544.2368
261.14	564.8335
261.72	581.1993
262.3	556.1072
262.88	569.826
263.46	576.8931
264.04	551.3769
264.62	548.7352
265.2	594.666
265.78	546.0895
266.36	613.7625
266.94	585.5361
267.52	547.2199
268.1	592.9687
268.68	592.1826
269.26	561.9191
269.84	570.1332
270.42	562.821
271	547.1477
271.58	584.9347
272.16	593.0279
272.74	578.0572
273.32	559.2444
273.9	566.7356
274.48	554.1373
275.06	592.938
275.64	587.3701
276.22	598.2047
276.8	563.2955
277.38	579.2303
277.96	594.1171
278.54	605.1078
279.12	606.6193
279.7	582.234
280.28	557.6599
280.86	599.8174
281.44	583.0741
282.02	588.158
282.6	555.006
283.18	551.858
283.76	611.4837
284.34	581.4019
284.92	559.8911
285.5	543.3088
286.08	589.2939
286.66	570.3289
287.24	553.0837
287.82	539.8246
288.4	520.7129
288.98	579.0683
289.56	573.6161
290.14	610.1813
290.72	612.9763
291.3	559.6239
291.88	590.2965
292.46	585.9942
293.04	533.4245
293.62	587.4476
294.2	560.0705
294.78	587.1188
295.36	599.93
295.94	573.3689
296.52	586.7462
297.1	549.989
297.68	557.8999
298.26	569.6822
298.84	605.4263
299.42	571.3261
300	574.0278
